"target_tissue","target_clust","target_gene_symbol","endocrine","source_tissue","source_clust","cor","p","key_driver_FDR"
"LIV",98,"TMEM97","C6","VAF",78,-0.137547925616221,0.0019887205539974,NA
"LIV",98,"TM7SF2","C6","VAF",78,-0.135825665853064,0.00226692676324323,NA
"LIV",98,"DHCR7","C6","VAF",78,-0.125286982168494,0.00489294211109818,NA
"LIV",98,"SCD","C6","VAF",78,-0.125100511149566,0.00495757943115507,7.00644105625394e-10
"LIV",98,"FLVCR1","C6","VAF",78,-0.123666496753186,0.00548095083350014,NA
"LIV",98,"EBP","C6","VAF",78,-0.121157181193512,0.00651753181008053,1.31030044084685e-32
"LIV",98,"AP001469.5","C6","VAF",78,-0.120491183013613,0.00682067033602638,NA
"LIV",98,"CETN2","C6","VAF",78,-0.119814170991429,0.00714170891436009,NA
"LIV",98,"MRPS27","C6","VAF",78,-0.11945823852042,0.0073158592597468,NA
"LIV",98,"TMEM55B","C6","VAF",78,-0.117133887957989,0.00854952489418137,NA
"LIV",98,"IDI2-AS1","C6","VAF",78,-0.109443230968294,0.0140559665440852,NA
"LIV",98,"AC144652.1","C6","VAF",78,-0.107354167500693,0.0160104474342749,NA
"LIV",98,"AK7","C6","VAF",78,-0.10405115285603,0.0195875015679977,NA
"LIV",98,"NPC1","C6","VAF",78,-0.103943869069165,0.0197145196950632,NA
"LIV",98,"SNAI3-AS1","C6","VAF",78,-0.102458979754247,0.0215475932468802,NA
"LIV",98,"SC5D","C6","VAF",78,-0.0864778212718639,0.0525863447795941,NA
"LIV",98,"TKT","C6","VAF",78,-0.0791664204788299,0.0760821339630542,NA
"LIV",98,"PGD","C6","VAF",78,-0.0635494059583342,0.154690532291804,NA
"LIV",98,"RAB5B","C6","VAF",78,-0.0473356105421193,0.289335799984861,NA
"LIV",98,"FADS2","FSTL3","SF",78,0.34166415783458,4.14269538232877e-15,NA
"LIV",98,"FAM213A","FSTL3","SF",78,0.323197319780893,1.35036003210541e-13,NA
"LIV",98,"ALDOC","FSTL3","SF",78,0.300749060560048,6.84530844735041e-12,NA
"LIV",98,"FDPS","FSTL3","SF",78,0.288707852217534,4.91255849199995e-11,NA
"LIV",98,"CETN2","FSTL3","SF",78,0.277001668103341,3.05738438957009e-10,NA
"LIV",98,"CYB5B","FSTL3","SF",78,0.269526783437634,9.4001506152569e-10,NA
"LIV",98,"TDRKH","FSTL3","SF",78,0.268297605214394,1.1270124403332e-09,NA
"LIV",98,"ELOVL6","FSTL3","SF",78,0.26603190584298,1.57081185107175e-09,NA
"LIV",98,"ACACA","FSTL3","SF",78,0.260900704674864,3.29395198217582e-09,NA
"LIV",98,"ADIPOR2","FSTL3","SF",78,0.257948207857824,5.00789919976272e-09,NA
"LIV",98,"MMAB","FSTL3","SF",78,0.257457708426847,5.36614447626423e-09,NA
"LIV",98,"LSS","FSTL3","SF",78,0.254898010314725,7.67797820930126e-09,2.15988612570114e-11
"LIV",98,"FADS1","FSTL3","SF",78,0.253828104012365,8.90796292926855e-09,NA
"LIV",98,"ACACB","FSTL3","SF",78,0.25381788104766,8.92059005592719e-09,NA
"LIV",98,"RDH11","FSTL3","SF",78,0.250654571486354,1.37868054965852e-08,NA
"LIV",98,"EBP","FSTL3","SF",78,0.247194015828696,2.20482414002868e-08,1.31030044084685e-32
"LIV",98,"C14orf1","FSTL3","SF",78,0.237164518499788,8.26506338736253e-08,2.46883021079664e-40
"LIV",98,"TMCO6","FSTL3","SF",78,-0.232514602889708,1.49542421085631e-07,1.35066712165259e-19
"LIV",98,"ACSS2","FSTL3","SF",78,0.231268653762144,1.74926425896733e-07,1.51196304724992e-19
"LIV",98,"SQLE","FSTL3","SF",78,0.227743120191259,2.71299920101616e-07,NA
"LIV",98,"SCD","FSTL3","SF",78,0.223932303783436,4.32546460900916e-07,7.00644105625394e-10
"LIV",98,"RP11-159F24.2","FSTL3","SF",78,0.22271850481773,5.00971172629932e-07,NA
"LIV",98,"MRPS27","FSTL3","SF",78,0.217119264069857,9.75869983257804e-07,NA
"LIV",98,"CTD-2636A23.2","FSTL3","SF",78,0.217033583607666,9.85744034611809e-07,NA
"LIV",98,"NSDHL","FSTL3","SF",78,0.214492937580034,1.32619235839589e-06,NA
"LIV",98,"FDFT1","FSTL3","SF",78,0.212330504119441,1.7023374669993e-06,2.12173714047761e-23
"LIV",98,"ACAT2","FSTL3","SF",78,0.206787675113063,3.19074437656338e-06,NA
"LIV",98,"IDI1","FSTL3","SF",78,0.204162592533992,4.27130950361626e-06,NA
"LIV",98,"HSD17B7","FSTL3","SF",78,0.203428609621994,4.63112189454263e-06,3.2370696429958e-23
"VAF",98,"GSR","FSTL3","SF",78,0.202336468229484,7.90631332664529e-06,NA
"LIV",98,"PNPLA3","FSTL3","SF",78,0.197152423873098,9.13802803538462e-06,NA
"LIV",98,"HMGCS1","FSTL3","SF",78,0.196921432570827,9.3656830827864e-06,5.58412653354701e-30
"LIV",98,"SREBF2","FSTL3","SF",78,0.196777635064122,9.51012102756689e-06,5.81378709234782e-05
"LIV",98,"SC5D","FSTL3","SF",78,0.184459349270867,3.38623577632946e-05,NA
"LIV",98,"MVD","FSTL3","SF",78,0.183432162505018,3.75081291357837e-05,1.02325892218297e-27
"LIV",98,"RP4-639F20.1","FSTL3","SF",78,0.179393436432025,5.5768637736833e-05,NA
"LIV",98,"MVK","FSTL3","SF",78,0.176568229587305,7.32291826581559e-05,NA
"LIV",98,"CYP51A1","FSTL3","SF",78,0.173668519480571,9.64306925887324e-05,NA
"LIV",98,"TM7SF2","FSTL3","SF",78,0.164835558292756,0.000217099346602235,NA
"LIV",98,"PCSK9","FSTL3","SF",78,0.155366510320037,0.000495654626169696,2.64487723879423e-17
"LIV",98,"AACS","FSTL3","SF",78,0.151198346298419,0.000702644799917803,NA
"LIV",98,"TMEM97","FSTL3","SF",78,0.144728798825599,0.00118705213622065,NA
"LIV",98,"DHCR24","FSTL3","SF",78,0.144726697526488,0.00118725029772487,NA
"LIV",98,"HSD17B7P2","FSTL3","SF",78,0.143788137938933,0.00127887039522428,NA
"LIV",98,"HMGCR","FSTL3","SF",78,0.14316769965699,0.00134296212808407,NA
"LIV",98,"ACLY","FSTL3","SF",78,0.141586380447779,0.00151990426913919,1.2441778011513e-18
"LIV",98,"AP001469.5","FSTL3","SF",78,0.140181441340251,0.00169481362903854,NA
"LIV",98,"RUSC1-AS1","FSTL3","SF",78,0.138039271843093,0.00199726606613463,3.9841649730727e-07
"LIV",98,"TLCD1","FSTL3","SF",78,0.13318602245666,0.00287327734001034,NA
"LIV",98,"MSMO1","FSTL3","SF",78,0.132474114167798,0.00302777870790272,NA
"LIV",98,"TKT","FSTL3","SF",78,0.130115312777731,0.0035952107297355,NA
"LIV",98,"CYP51A1P2","FSTL3","SF",78,0.129724785791495,0.00369795628957213,NA
"LIV",98,"SNAI3-AS1","FSTL3","SF",78,0.126732524488431,0.00457782748985692,NA
"LIV",98,"TIMM10B","FSTL3","SF",78,0.126223108570053,0.00474518414335892,NA
"LIV",98,"CTD-2235C13.3","FSTL3","SF",78,0.125225142634945,0.00508913311012928,NA
"LIV",98,"DHCR7","FSTL3","SF",78,0.123757454783034,0.00563585448259647,NA
"LIV",98,"AC144652.1","FSTL3","SF",78,0.118040602713337,0.00830411960651276,NA
"LIV",98,"RP11-297N6.4","FSTL3","SF",78,0.114916076289105,0.0101960414630966,NA
"LIV",98,"NEK8","FSTL3","SF",78,0.109323133081885,0.0145537785506703,NA
"LIV",98,"AK7","FSTL3","SF",78,0.109220376837374,0.0146472212259734,NA
"LIV",98,"VPS37D","FSTL3","SF",78,0.107389874894906,0.0164024400547145,NA
"LIV",98,"PGD","FSTL3","SF",78,0.105480600665299,0.018426855901257,NA
"LIV",98,"C2orf82","FSTL3","SF",78,0.103547106260009,0.0206958209909587,NA
"LIV",98,"NPC1L1","FSTL3","SF",78,0.102111294870931,0.0225343270949242,NA
"LIV",98,"RAB5B","FSTL3","SF",78,0.0875085805939301,0.0507437680787571,NA
"LIV",98,"RP5-821D11.7","FSTL3","SF",78,0.0810997021279529,0.0702850511929473,NA
"LIV",98,"IDI2-AS1","FSTL3","SF",78,0.0608354754159464,0.174841468370575,NA
"LIV",98,"ELOVL5","FSTL3","SF",78,0.0557304543962837,0.213953369926064,3.80097933647115e-08
"LIV",98,"TMEM55B","FSTL3","SF",78,0.0502928056727212,0.26213960043148,NA
"LIV",98,"PI4K2A","FSTL3","SF",78,0.0475005779304097,0.289590987735541,NA
"LIV",98,"NPC1","FSTL3","SF",78,0.0455291834660082,0.310095966566231,NA
"LIV",98,"FLVCR1","FSTL3","SF",78,0.0269023129170738,0.548803818028268,NA
"LIV",98,"ACACB","EPDR1","SF",78,0.31309918568299,8.22801579435067e-13,NA
"LIV",98,"FADS2","EPDR1","SF",78,0.310117836229864,1.38477903895549e-12,NA
"LIV",98,"ADIPOR2","EPDR1","SF",78,0.304265737808428,3.78265075627044e-12,NA
"LIV",98,"FAM213A","EPDR1","SF",78,0.295537121133209,1.62480089530545e-11,NA
"LIV",98,"ACACA","EPDR1","SF",78,0.288293518943814,5.24865200731134e-11,NA
"LIV",98,"PNPLA3","EPDR1","SF",78,0.279852351416786,1.97421969082403e-10,NA
"VAF",98,"GSR","EPDR1","SF",78,0.281160645111531,3.59206614724718e-10,NA
"LIV",98,"ELOVL6","EPDR1","SF",78,0.258555304111659,4.59652576035279e-09,NA
"LIV",98,"FDPS","EPDR1","SF",78,0.24780116058254,2.03150945549278e-08,NA
"LIV",98,"ALDOC","EPDR1","SF",78,0.243066947706901,3.82459264756226e-08,NA
"LIV",98,"SQLE","EPDR1","SF",78,0.239880516654734,5.81215585627118e-08,NA
"LIV",98,"ACSS2","EPDR1","SF",78,0.23386155217587,1.26101806298919e-07,1.51196304724992e-19
"LIV",98,"LSS","EPDR1","SF",78,0.233528089231513,1.31550948768821e-07,2.15988612570114e-11
"LIV",98,"SREBF2","EPDR1","SF",78,0.230236391280481,1.99057193849358e-07,5.81378709234782e-05
"LIV",98,"FADS1","EPDR1","SF",78,0.218689663695739,8.1085198013533e-07,NA
"LIV",98,"MMAB","EPDR1","SF",78,0.216879493351896,1.00374359221199e-06,NA
"LIV",98,"TMCO6","EPDR1","SF",78,-0.216447974691018,1.05584413269937e-06,1.35066712165259e-19
"LIV",98,"CYP51A1","EPDR1","SF",78,0.215253572048519,1.21393652579967e-06,NA
"LIV",98,"TDRKH","EPDR1","SF",78,0.212958796061978,1.58363283376049e-06,NA
"LIV",98,"HMGCS1","EPDR1","SF",78,0.211505050686879,1.87130145021331e-06,5.58412653354701e-30
"LIV",98,"FDFT1","EPDR1","SF",78,0.209778864375069,2.27803883619127e-06,2.12173714047761e-23
"LIV",98,"RP11-159F24.2","EPDR1","SF",78,0.209451241812083,2.36424564502859e-06,NA
"LIV",98,"HSD17B7","EPDR1","SF",78,0.208251221992074,2.707450797868e-06,3.2370696429958e-23
"LIV",98,"CYP51A1P2","EPDR1","SF",78,0.205899331233196,3.52322612331573e-06,NA
"LIV",98,"VPS37D","EPDR1","SF",78,0.203473527358756,4.60829536608209e-06,NA
"LIV",98,"MVD","EPDR1","SF",78,0.203264776845466,4.71529790720991e-06,1.02325892218297e-27
"LIV",98,"CTD-2235C13.3","EPDR1","SF",78,0.19986438278009,6.83040818270354e-06,NA
"LIV",98,"RDH11","EPDR1","SF",78,0.196997360437477,9.29026239473732e-06,NA
"LIV",98,"IDI1","EPDR1","SF",78,0.196752849874197,9.53522998224896e-06,NA
"LIV",98,"MVK","EPDR1","SF",78,0.194558395364503,1.20268172838857e-05,NA
"LIV",98,"EBP","EPDR1","SF",78,0.191445980588242,1.66425430503582e-05,1.31030044084685e-32
"LIV",98,"CYB5B","EPDR1","SF",78,0.189506412105427,2.03232201127561e-05,NA
"LIV",98,"NSDHL","EPDR1","SF",78,0.189424452502375,2.04946292537903e-05,NA
"LIV",98,"TM7SF2","EPDR1","SF",78,0.18793598447404,2.38568444343948e-05,NA
"LIV",98,"CTD-2636A23.2","EPDR1","SF",78,0.187445791449831,2.50742361770135e-05,NA
"LIV",98,"C14orf1","EPDR1","SF",78,0.184250781846195,3.45743274718843e-05,2.46883021079664e-40
"LIV",98,"RP4-639F20.1","EPDR1","SF",78,0.183219072087738,3.83095993076561e-05,NA
"LIV",98,"HSD17B7P2","EPDR1","SF",78,0.182980174328233,3.92273980665072e-05,NA
"LIV",98,"NPC1L1","EPDR1","SF",78,0.173920138203269,9.41712810271086e-05,NA
"LIV",98,"PI4K2A","EPDR1","SF",78,0.171908665173279,0.000113719021102135,NA
"LIV",98,"ACAT2","EPDR1","SF",78,0.17149892697512,0.000118142827607182,NA
"LIV",98,"RUSC1-AS1","EPDR1","SF",78,0.170868670061397,0.000125264501223269,3.9841649730727e-07
"LIV",98,"PCSK9","EPDR1","SF",78,0.168839285435449,0.00015103387101407,2.64487723879423e-17
"LIV",98,"DHCR24","EPDR1","SF",78,0.158539585816871,0.00037778720741428,NA
"LIV",98,"HMGCR","EPDR1","SF",78,0.155920687030292,0.000472870361343026,NA
"LIV",98,"ELOVL5","EPDR1","SF",78,0.155550841413106,0.000487965194174839,3.80097933647115e-08
"LIV",98,"CETN2","EPDR1","SF",78,0.154815927402418,0.000519298291621538,NA
"LIV",98,"IDI2-AS1","EPDR1","SF",78,0.151104608170237,0.000708109650959847,NA
"LIV",98,"AACS","EPDR1","SF",78,0.1508919470778,0.000720653919456182,NA
"LIV",98,"ACLY","EPDR1","SF",78,0.148836160012008,0.000852984397221073,1.2441778011513e-18
"LIV",98,"SC5D","EPDR1","SF",78,0.145619133337662,0.00110577818522011,NA
"LIV",98,"C2orf82","EPDR1","SF",78,0.14327698339928,0.00133146290860663,NA
"LIV",98,"TIMM10B","EPDR1","SF",78,0.142117178555538,0.00145825436752164,NA
"LIV",98,"MRPS27","EPDR1","SF",78,0.139901558860188,0.00173179006630671,NA
"LIV",98,"SCD","EPDR1","SF",78,0.137512177781293,0.00207889510314912,7.00644105625394e-10
"LIV",98,"RP5-821D11.7","EPDR1","SF",78,0.131791106403225,0.00318307078188426,NA
"LIV",98,"DHCR7","EPDR1","SF",78,0.130096389912458,0.0036001289295934,NA
"LIV",98,"MSMO1","EPDR1","SF",78,0.129096982030785,0.00386871692924678,NA
"LIV",98,"NEK8","EPDR1","SF",78,0.128675802611558,0.0039872460823866,NA
"LIV",98,"TMEM97","EPDR1","SF",78,0.127020598694257,0.00448556446638392,NA
"LIV",98,"AC144652.1","EPDR1","SF",78,0.121630221668866,0.00652215729752887,NA
"LIV",98,"AP001469.5","EPDR1","SF",78,0.121207993486303,0.00671226927378398,NA
"LIV",98,"RP11-297N6.4","EPDR1","SF",78,0.114335196530894,0.0105872026159883,NA
"LIV",98,"SNAI3-AS1","EPDR1","SF",78,0.113871255729915,0.0109091165141599,NA
"LIV",98,"TLCD1","EPDR1","SF",78,0.0985129952216656,0.027775017678533,NA
"LIV",98,"FLVCR1","EPDR1","SF",78,0.0810140461371906,0.0705829774395903,NA
"LIV",98,"TMEM55B","EPDR1","SF",78,0.0800202876776197,0.0741155106914821,NA
"LIV",98,"TKT","EPDR1","SF",78,0.0751485157368796,0.0935713439056604,NA
"LIV",98,"NPC1","EPDR1","SF",78,0.0749917627961621,0.0942594443593746,NA
"LIV",98,"AK7","EPDR1","SF",78,0.0715914877435858,0.110205082792459,NA
"LIV",98,"PGD","EPDR1","SF",78,0.0635389214801188,0.156417234633209,NA
"LIV",98,"RAB5B","EPDR1","SF",78,0.0239978741091644,0.592785044883722,NA
"LIV",98,"FAM213A","LBP","SF",78,0.327093639349356,6.60165907657188e-14,NA
"LIV",98,"FADS2","LBP","SF",78,0.306852537798667,2.43268783181359e-12,NA
"LIV",98,"ELOVL6","LBP","SF",78,0.273827457864559,4.94655984506652e-10,NA
"LIV",98,"ALDOC","LBP","SF",78,0.272738154166908,5.82628296588177e-10,NA
"LIV",98,"ADIPOR2","LBP","SF",78,0.26543576631948,1.71332641342194e-09,NA
"LIV",98,"TMCO6","LBP","SF",78,-0.251326025873202,1.25760748576142e-08,1.35066712165259e-19
"LIV",98,"ACACA","LBP","SF",78,0.241594382833859,4.64404686971003e-08,NA
"LIV",98,"FDPS","LBP","SF",78,0.241583336209178,4.65079294042114e-08,NA
"LIV",98,"RDH11","LBP","SF",78,0.238179139711551,7.25002512312173e-08,NA
"LIV",98,"FADS1","LBP","SF",78,0.229186646486872,2.26872176441634e-07,NA
"VAF",98,"GSR","LBP","SF",78,0.229220745053855,3.84190173107319e-07,NA
"LIV",98,"MVD","LBP","SF",78,0.223094264661176,4.78747540109669e-07,1.02325892218297e-27
"LIV",98,"MMAB","LBP","SF",78,0.222777416116829,4.97422576972609e-07,NA
"LIV",98,"ACSS2","LBP","SF",78,0.214826556333635,1.27578229652167e-06,1.51196304724992e-19
"LIV",98,"MVK","LBP","SF",78,0.211572956856142,1.85681641350514e-06,NA
"LIV",98,"ACACB","LBP","SF",78,0.209688010741404,2.30163864126822e-06,NA
"LIV",98,"EBP","LBP","SF",78,0.209420712328634,2.3724359883275e-06,1.31030044084685e-32
"LIV",98,"IDI1","LBP","SF",78,0.207526798770721,2.93718790041522e-06,NA
"LIV",98,"CYP51A1","LBP","SF",78,0.207428686363346,2.96970034684227e-06,NA
"LIV",98,"HMGCS1","LBP","SF",78,0.206030066617505,3.47229752227771e-06,5.58412653354701e-30
"LIV",98,"ELOVL5","LBP","SF",78,0.204679695773592,4.0340218420502e-06,3.80097933647115e-08
"LIV",98,"NSDHL","LBP","SF",78,0.203589089334942,4.55006127018887e-06,NA
"LIV",98,"SCD","LBP","SF",78,0.203193459573933,4.75239483248149e-06,7.00644105625394e-10
"LIV",98,"SQLE","LBP","SF",78,0.202830373334471,4.94562252375541e-06,NA
"LIV",98,"RP4-639F20.1","LBP","SF",78,0.200581623106749,6.32014395146787e-06,NA
"LIV",98,"LSS","LBP","SF",78,0.200315114073077,6.50534763675914e-06,2.15988612570114e-11
"LIV",98,"TDRKH","LBP","SF",78,0.199506112679795,7.09977775405561e-06,NA
"LIV",98,"PGD","LBP","SF",78,0.198702969306848,7.74090881975503e-06,NA
"LIV",98,"CYB5B","LBP","SF",78,0.198536351353529,7.88065711443672e-06,NA
"LIV",98,"FDFT1","LBP","SF",78,0.197915764860989,8.4226187342306e-06,2.12173714047761e-23
"LIV",98,"ACAT2","LBP","SF",78,0.197799745937042,8.52780254943405e-06,NA
"LIV",98,"SC5D","LBP","SF",78,0.195394189257408,1.10124640969377e-05,NA
"LIV",98,"TM7SF2","LBP","SF",78,0.194154871443729,1.25477961885545e-05,NA
"LIV",98,"ACLY","LBP","SF",78,0.18876280274761,2.19295323264431e-05,1.2441778011513e-18
"LIV",98,"DHCR24","LBP","SF",78,0.188553252370547,2.24035132770559e-05,NA
"LIV",98,"SREBF2","LBP","SF",78,0.187779947403109,2.42381437393691e-05,5.81378709234782e-05
"LIV",98,"TLCD1","LBP","SF",78,0.187688913245906,2.44632614755345e-05,NA
"LIV",98,"HSD17B7","LBP","SF",78,0.183747785610299,3.63501218111748e-05,3.2370696429958e-23
"LIV",98,"PNPLA3","LBP","SF",78,0.18314253330018,3.86014107477449e-05,NA
"LIV",98,"CTD-2636A23.2","LBP","SF",78,0.178747134387145,5.93760684549509e-05,NA
"LIV",98,"PI4K2A","LBP","SF",78,0.178305895096172,6.19642584726934e-05,NA
"LIV",98,"C14orf1","LBP","SF",78,0.177927448012275,6.42686011122616e-05,2.46883021079664e-40
"LIV",98,"PCSK9","LBP","SF",78,0.17501706109735,8.48912151759341e-05,2.64487723879423e-17
"LIV",98,"CTD-2235C13.3","LBP","SF",78,0.17245413409313,0.00010807114807566,NA
"LIV",98,"MRPS27","LBP","SF",78,0.170802065463672,0.00012604023652051,NA
"LIV",98,"NEK8","LBP","SF",78,0.161943197246585,0.000280721990335856,NA
"LIV",98,"C2orf82","LBP","SF",78,0.161347747411743,0.000295817963135613,NA
"LIV",98,"HMGCR","LBP","SF",78,0.160291146351457,0.000324486548692674,NA
"LIV",98,"AACS","LBP","SF",78,0.159963814902575,0.000333881034860315,NA
"LIV",98,"RP11-159F24.2","LBP","SF",78,0.154764622718538,0.000521554030807439,NA
"LIV",98,"CETN2","LBP","SF",78,0.15182797256991,0.000666938882820454,NA
"LIV",98,"TKT","LBP","SF",78,0.149701331224411,0.000794769623438533,NA
"LIV",98,"DHCR7","LBP","SF",78,0.149009036156089,0.000841046007035853,NA
"LIV",98,"HSD17B7P2","LBP","SF",78,0.147701673927275,0.000935299384455543,NA
"LIV",98,"RP11-297N6.4","LBP","SF",78,0.137266411043876,0.0021179893281406,NA
"LIV",98,"TIMM10B","LBP","SF",78,0.136782568725325,0.00219692503242836,NA
"LIV",98,"TMEM97","LBP","SF",78,0.136068784280331,0.00231829003880532,NA
"LIV",98,"SNAI3-AS1","LBP","SF",78,0.13237859724514,0.00304907331577228,NA
"LIV",98,"MSMO1","LBP","SF",78,0.132306620431472,0.00306520974981327,NA
"LIV",98,"CYP51A1P2","LBP","SF",78,0.122922725218847,0.00596984392171733,NA
"LIV",98,"VPS37D","LBP","SF",78,0.120159027464292,0.00720624249748564,NA
"LIV",98,"AC144652.1","LBP","SF",78,0.117860881075175,0.00840379547360916,NA
"LIV",98,"RUSC1-AS1","LBP","SF",78,0.117612036531262,0.00854356881840287,3.9841649730727e-07
"LIV",98,"AK7","LBP","SF",78,0.115686919544246,0.00969678726497576,NA
"LIV",98,"IDI2-AS1","LBP","SF",78,0.0982788555686019,0.0281496751903841,NA
"LIV",98,"NPC1L1","LBP","SF",78,0.0974717497274132,0.0294746283978206,NA
"LIV",98,"FLVCR1","LBP","SF",78,0.0917919882535815,0.0403972125276313,NA
"LIV",98,"AP001469.5","LBP","SF",78,0.0891851164032081,0.0464569636903138,NA
"LIV",98,"RP5-821D11.7","LBP","SF",78,0.0691936690304758,0.122674686097102,NA
"LIV",98,"TMEM55B","LBP","SF",78,0.0656069176445894,0.143344533981934,NA
"LIV",98,"NPC1","LBP","SF",78,0.0537876447689621,0.230380210476154,NA
"LIV",98,"RAB5B","LBP","SF",78,0.00953863071769767,0.831680057528183,NA
"LIV",98,"SQLE","OVOS2","VAF",78,-0.264286456144293,1.74478585730469e-09,NA
"LIV",98,"PI4K2A","OVOS2","VAF",78,-0.252856247562917,8.89410592896296e-09,NA
"LIV",98,"ACACA","OVOS2","VAF",78,-0.252166937187346,9.78755214387114e-09,NA
"LIV",98,"MVD","OVOS2","VAF",78,-0.252038824750679,9.96292667390337e-09,1.02325892218297e-27
"LIV",98,"FDFT1","OVOS2","VAF",78,-0.251226570025641,1.11478001113772e-08,2.12173714047761e-23
"LIV",98,"HMGCS1","OVOS2","VAF",78,-0.248266259857122,1.67345721604796e-08,5.58412653354701e-30
"LIV",98,"TDRKH","OVOS2","VAF",78,-0.247955032574361,1.74595114286135e-08,NA
"LIV",98,"ADIPOR2","OVOS2","VAF",78,-0.245548125324057,2.41895752015605e-08,NA
"LIV",98,"HSD17B7","OVOS2","VAF",78,-0.244296883100592,2.86189213704894e-08,3.2370696429958e-23
"LIV",98,"HSD17B7P2","OVOS2","VAF",78,-0.242872492408136,3.46177132569064e-08,NA
"LIV",98,"NSDHL","OVOS2","VAF",78,-0.241891005222538,3.94407911190839e-08,NA
"LIV",98,"TMCO6","OVOS2","VAF",78,0.241681054669914,4.05537792124457e-08,1.35066712165259e-19
"LIV",98,"TIMM10B","OVOS2","VAF",78,-0.241641892109007,4.07647207747258e-08,NA
"LIV",98,"HMGCR","OVOS2","VAF",78,-0.230876256525443,1.64062105755175e-07,NA
"LIV",98,"IDI1","OVOS2","VAF",78,-0.225337482923994,3.27231555791841e-07,NA
"LIV",98,"PCSK9","OVOS2","VAF",78,-0.217422202776703,8.51599263242952e-07,2.64487723879423e-17
"VAF",98,"GSR","OVOS2","VAF",78,-0.210696378050974,9.1969628873859e-07,NA
"LIV",98,"SREBF2","OVOS2","VAF",78,-0.214405079052843,1.21489974447283e-06,5.81378709234782e-05
"LIV",98,"RUSC1-AS1","OVOS2","VAF",78,-0.212337066444016,1.54536003671363e-06,3.9841649730727e-07
"LIV",98,"ELOVL6","OVOS2","VAF",78,-0.209313719534284,2.18740713719583e-06,NA
"LIV",98,"CTD-2235C13.3","OVOS2","VAF",78,-0.203647999047853,4.13811817519898e-06,NA
"LIV",98,"CTD-2636A23.2","OVOS2","VAF",78,-0.200830489411694,5.64464163862203e-06,NA
"LIV",98,"MSMO1","OVOS2","VAF",78,-0.200707312115047,5.72121210747079e-06,NA
"LIV",98,"ELOVL5","OVOS2","VAF",78,-0.199412262752639,6.5885982497985e-06,3.80097933647115e-08
"LIV",98,"PNPLA3","OVOS2","VAF",78,-0.199342304890887,6.63885791578749e-06,NA
"LIV",98,"DHCR24","OVOS2","VAF",78,-0.197971937425809,7.70031703306855e-06,NA
"LIV",98,"C14orf1","OVOS2","VAF",78,-0.195445622481864,1.0094800716025e-05,2.46883021079664e-40
"LIV",98,"ACLY","OVOS2","VAF",78,-0.193083921665515,1.29618248449457e-05,1.2441778011513e-18
"LIV",98,"MVK","OVOS2","VAF",78,-0.187757088105636,2.25293077780736e-05,NA
"LIV",98,"TLCD1","OVOS2","VAF",78,-0.187665144114542,2.27422633676411e-05,NA
"LIV",98,"RP11-297N6.4","OVOS2","VAF",78,-0.181214467336848,4.35109638529613e-05,NA
"LIV",98,"ACAT2","OVOS2","VAF",78,-0.179300732335498,5.2522196733059e-05,NA
"LIV",98,"DHCR7","OVOS2","VAF",78,-0.179132706132286,5.3392447872501e-05,NA
"LIV",98,"FAM213A","OVOS2","VAF",78,-0.177911704607274,6.01378020367768e-05,NA
"LIV",98,"ACACB","OVOS2","VAF",78,-0.177166175507958,6.46438503452511e-05,NA
"LIV",98,"RDH11","OVOS2","VAF",78,-0.177073832701505,6.52236515501308e-05,NA
"LIV",98,"CYP51A1","OVOS2","VAF",78,-0.174246357823532,8.5546079743037e-05,NA
