"target_tissue","target_clust","target_gene_symbol","endocrine","source_tissue","source_clust","cor","p","key_driver_FDR"
"LIV",98,"CYB5B","INHBB","SF",78,0.207679602197869,2.88722908465082e-06,NA
"LIV",98,"AACS","INHBB","SF",78,0.201601514612983,5.65679250688316e-06,NA
"LIV",98,"EBP","INHBB","SF",78,0.200718722646689,6.22684020297519e-06,1.31030044084685e-32
"LIV",98,"TM7SF2","INHBB","SF",78,0.20036710357286,6.46881719848224e-06,NA
"LIV",98,"C14orf1","INHBB","SF",78,0.1979417558005,8.39922519334184e-06,2.46883021079664e-40
"LIV",98,"PNPLA3","INHBB","SF",78,0.195366366344603,1.10448794350954e-05,NA
"LIV",98,"CYP51A1","INHBB","SF",78,0.193134651346427,1.39624275249451e-05,NA
"LIV",98,"MMAB","INHBB","SF",78,0.192314029478686,1.52090529424513e-05,NA
"LIV",98,"HSD17B7","INHBB","SF",78,0.191054071121042,1.73309869585033e-05,3.2370696429958e-23
"LIV",98,"FDFT1","INHBB","SF",78,0.190509222292967,1.83331627734716e-05,2.12173714047761e-23
"LIV",98,"MVD","INHBB","SF",78,0.190270292834892,1.8789787766272e-05,1.02325892218297e-27
"LIV",98,"ACAT2","INHBB","SF",78,0.187918997128788,2.38980778097014e-05,NA
"LIV",98,"RDH11","INHBB","SF",78,0.187603152305909,2.46771520742744e-05,NA
"LIV",98,"NSDHL","INHBB","SF",78,0.186314099412169,2.81136554067726e-05,NA
"LIV",98,"MRPS27","INHBB","SF",78,0.18194780915063,4.34381297379989e-05,NA
"LIV",98,"DHCR24","INHBB","SF",78,0.181867565327429,4.37827295017257e-05,NA
"LIV",98,"IDI1","INHBB","SF",78,0.18102841763002,4.75446587807706e-05,NA
"LIV",98,"PI4K2A","INHBB","SF",78,0.180646904569181,4.93542196665876e-05,NA
"LIV",98,"TIMM10B","INHBB","SF",78,0.17867182070296,5.98104908482965e-05,NA
"LIV",98,"HMGCS1","INHBB","SF",78,0.175458869751231,8.14026833406628e-05,5.58412653354701e-30
"LIV",98,"ACLY","INHBB","SF",78,0.164509583773101,0.000223527583878386,1.2441778011513e-18
"LIV",98,"MVK","INHBB","SF",78,0.161491139157817,0.000292114894304235,NA
"LIV",98,"CTD-2235C13.3","INHBB","SF",78,0.159180202431391,0.000357411503017524,NA
"LIV",98,"RP4-639F20.1","INHBB","SF",78,0.158231859648522,0.000387955107761934,NA
"LIV",98,"C2orf82","INHBB","SF",78,0.15768008138666,0.000406828134031272,NA
"LIV",98,"RP11-159F24.2","INHBB","SF",78,0.152662909318964,0.000622181257142199,NA
"LIV",98,"PCSK9","INHBB","SF",78,0.150436469381009,0.000748216782422338,2.64487723879423e-17
"LIV",98,"SC5D","INHBB","SF",78,0.146564577680719,0.00102511328147837,NA
"LIV",98,"VPS37D","INHBB","SF",78,0.142915076256393,0.00136989453476479,NA
"LIV",98,"CTD-2636A23.2","INHBB","SF",78,0.142447549276489,0.00142105214483926,NA
"LIV",98,"HSD17B7P2","INHBB","SF",78,0.141688363277709,0.00150787678596306,NA
"LIV",98,"TKT","INHBB","SF",78,0.141106633164418,0.00157767481618376,NA
"LIV",98,"CYP51A1P2","INHBB","SF",78,0.135843517911216,0.00235784438496603,NA
"LIV",98,"SCD","INHBB","SF",78,0.130939340588089,0.00338685942477443,7.00644105625394e-10
"LIV",98,"TMEM97","INHBB","SF",78,0.126022659317535,0.00481253669714088,NA
"LIV",98,"DHCR7","INHBB","SF",78,0.124509982091463,0.00534926334417092,NA
"LIV",98,"NPC1L1","INHBB","SF",78,0.121201537005197,0.0067152145169937,NA
"LIV",98,"SNAI3-AS1","INHBB","SF",78,0.119898214120396,0.00733400582014765,NA
"LIV",98,"TLCD1","INHBB","SF",78,0.116810234378726,0.00900813387808203,NA
"LIV",98,"ELOVL5","INHBB","SF",78,0.115611271387981,0.00974480242064489,3.80097933647115e-08
"LIV",98,"RUSC1-AS1","INHBB","SF",78,0.114849705938275,0.010240076236849,3.9841649730727e-07
"LIV",98,"HMGCR","INHBB","SF",78,0.11378618973747,0.0109690730528839,NA
"LIV",98,"AK7","INHBB","SF",78,0.10932255065438,0.0145543067083237,NA
"LIV",98,"MSMO1","INHBB","SF",78,0.106918298783301,0.016883440305063,NA
"LIV",98,"NEK8","INHBB","SF",78,0.105714477479359,0.0181676909229056,NA
"LIV",98,"TMEM55B","INHBB","SF",78,0.0923124335404624,0.0392710747822047,NA
"LIV",98,"PGD","INHBB","SF",78,0.0891691500728646,0.0464963081766994,NA
"LIV",98,"AP001469.5","INHBB","SF",78,0.0813672474143496,0.0693611009991466,NA
"LIV",98,"AC144652.1","INHBB","SF",78,0.0626555803509443,0.16226841361103,NA
"LIV",98,"RP5-821D11.7","INHBB","SF",78,0.0544590582217016,0.224605086432006,NA
"LIV",98,"FLVCR1","INHBB","SF",78,0.0524412191198272,0.242276769851761,NA
"LIV",98,"NPC1","INHBB","SF",78,0.0523666099985864,0.242948362075123,NA
"LIV",98,"RP11-297N6.4","INHBB","SF",78,0.0502492706255054,0.262553365727126,NA
"LIV",98,"IDI2-AS1","INHBB","SF",78,0.0388920640557294,0.385979210019872,NA
"LIV",98,"RAB5B","INHBB","SF",78,0.0129957593623642,0.772131868095842,NA
"LIV",98,"ACACA","STC2","SF",78,0.247954277592958,1.98992794688667e-08,NA
"LIV",98,"FAM213A","STC2","SF",78,0.246746751571244,2.34156606684752e-08,NA
"LIV",98,"SQLE","STC2","SF",78,0.242678214157008,4.0261976169059e-08,NA
"LIV",98,"FADS2","STC2","SF",78,0.241136592548458,4.93169414815907e-08,NA
"VAF",98,"GSR","STC2","SF",78,0.242002124987003,7.95377365633693e-08,NA
"LIV",98,"TDRKH","STC2","SF",78,0.232143445438515,1.56706963321468e-07,NA
"LIV",98,"ACACB","STC2","SF",78,0.231919819293793,1.61182239181766e-07,NA
"LIV",98,"SREBF2","STC2","SF",78,0.215300488107148,1.20731959942202e-06,5.81378709234782e-05
"LIV",98,"CTD-2235C13.3","STC2","SF",78,0.214254953210658,1.36331332119324e-06,NA
"LIV",98,"HMGCS1","STC2","SF",78,0.212023188671283,1.76345956351354e-06,5.58412653354701e-30
"LIV",98,"FDFT1","STC2","SF",78,0.210568170476016,2.08253370618884e-06,2.12173714047761e-23
"LIV",98,"FDPS","STC2","SF",78,0.210533899694161,2.09067787756712e-06,NA
"LIV",98,"ALDOC","STC2","SF",78,0.207457661248099,2.96006301608354e-06,NA
"LIV",98,"HSD17B7","STC2","SF",78,0.205814477092408,3.55666276145425e-06,3.2370696429958e-23
"LIV",98,"MVD","STC2","SF",78,0.205382990407251,3.73143574190172e-06,1.02325892218297e-27
"LIV",98,"IDI1","STC2","SF",78,0.205362788809266,3.73981629960248e-06,NA
"LIV",98,"PNPLA3","STC2","SF",78,0.204572052456902,4.08235459142814e-06,NA
"LIV",98,"ADIPOR2","STC2","SF",78,0.203950988327537,4.37220535996938e-06,NA
"LIV",98,"ELOVL6","STC2","SF",78,0.200163182139649,6.61323378478606e-06,NA
"LIV",98,"FADS1","STC2","SF",78,0.197785247698418,8.54103442163101e-06,NA
"LIV",98,"LSS","STC2","SF",78,0.193870777677745,1.29273848011043e-05,2.15988612570114e-11
"LIV",98,"CYP51A1","STC2","SF",78,0.19346027378071,1.34952179963183e-05,NA
"LIV",98,"DHCR24","STC2","SF",78,0.189638280981329,2.00502846403571e-05,NA
"LIV",98,"ACSS2","STC2","SF",78,0.18950637549571,2.03232963730927e-05,1.51196304724992e-19
"LIV",98,"NSDHL","STC2","SF",78,0.187906558955808,2.39283118419985e-05,NA
"LIV",98,"C14orf1","STC2","SF",78,0.187106521984345,2.59510605344132e-05,2.46883021079664e-40
"LIV",98,"PI4K2A","STC2","SF",78,0.184917384586076,3.23472204028124e-05,NA
"LIV",98,"TMCO6","STC2","SF",78,-0.180336957339047,5.08720563081508e-05,1.35066712165259e-19
"LIV",98,"TM7SF2","STC2","SF",78,0.179633521136804,5.4482088586451e-05,NA
"LIV",98,"ACAT2","STC2","SF",78,0.17752676625321,6.67963347112265e-05,NA
"LIV",98,"PCSK9","STC2","SF",78,0.176107118657251,7.65278108234863e-05,2.64487723879423e-17
"LIV",98,"CYB5B","STC2","SF",78,0.175347891191542,8.2266040916883e-05,NA
"LIV",98,"HSD17B7P2","STC2","SF",78,0.172088252012152,0.000111829596969671,NA
"LIV",98,"RDH11","STC2","SF",78,0.171921253620489,0.000113585606401643,NA
"LIV",98,"MVK","STC2","SF",78,0.168499784651506,0.000155803076584365,NA
"LIV",98,"RUSC1-AS1","STC2","SF",78,0.165568729733429,0.000203268066639748,3.9841649730727e-07
"LIV",98,"CTD-2636A23.2","STC2","SF",78,0.165374540782288,0.000206848820412139,NA
"LIV",98,"DHCR7","STC2","SF",78,0.164764161095245,0.000218492323646416,NA
"LIV",98,"HMGCR","STC2","SF",78,0.164536730641621,0.000222985520869067,NA
"LIV",98,"C2orf82","STC2","SF",78,0.163132844885056,0.000252692527950245,NA
"LIV",98,"TLCD1","STC2","SF",78,0.162691926870145,0.000262760990009797,NA
"LIV",98,"ACLY","STC2","SF",78,0.16262407922805,0.000264343194950439,1.2441778011513e-18
"LIV",98,"MMAB","STC2","SF",78,0.157385196834091,0.000417261578913397,NA
"LIV",98,"RP11-159F24.2","STC2","SF",78,0.156007985293911,0.000469371301378857,NA
"LIV",98,"CETN2","STC2","SF",78,0.15257259387664,0.000626884716428684,NA
"LIV",98,"AACS","STC2","SF",78,0.148748681324275,0.00085908497630471,NA
"LIV",98,"EBP","STC2","SF",78,0.144659363155062,0.00119361637293598,1.31030044084685e-32
"LIV",98,"TIMM10B","STC2","SF",78,0.143291002371464,0.0013299943557389,NA
"LIV",98,"RP4-639F20.1","STC2","SF",78,0.138994058409272,0.0018568293951632,NA
"LIV",98,"NEK8","STC2","SF",78,0.138401753774466,0.00194284334928561,NA
"LIV",98,"MSMO1","STC2","SF",78,0.137222206885042,0.00212509181271331,NA
"LIV",98,"MRPS27","STC2","SF",78,0.136907079801594,0.00217635898698875,NA
"LIV",98,"ELOVL5","STC2","SF",78,0.134699135854482,0.00256846559397502,3.80097933647115e-08
"LIV",98,"SNAI3-AS1","STC2","SF",78,0.132233084910186,0.00308177577769116,NA
"LIV",98,"VPS37D","STC2","SF",78,0.130919729922426,0.00339168778933242,NA
"LIV",98,"AP001469.5","STC2","SF",78,0.130508631837253,0.00349435382371415,NA
"LIV",98,"CYP51A1P2","STC2","SF",78,0.124813493325436,0.00523743707164688,NA
"LIV",98,"SC5D","STC2","SF",78,0.12452115248686,0.00534510989752079,NA
"LIV",98,"TMEM97","STC2","SF",78,0.123210847674132,0.00585260351699455,NA
"LIV",98,"NPC1L1","STC2","SF",78,0.121496426949103,0.00658187029949327,NA
"LIV",98,"NPC1","STC2","SF",78,0.121465308782774,0.00659582849732994,NA
"LIV",98,"TMEM55B","STC2","SF",78,0.114295311685291,0.0106145427001176,NA
"LIV",98,"IDI2-AS1","STC2","SF",78,0.106327662393396,0.017503258013587,NA
"LIV",98,"RP11-297N6.4","STC2","SF",78,0.102931130405936,0.0214679493094227,NA
"LIV",98,"SCD","STC2","SF",78,0.101852537833988,0.0228802928647799,7.00644105625394e-10
"LIV",98,"TKT","STC2","SF",78,0.101326731475204,0.0235975059222261,NA
"LIV",98,"RP5-821D11.7","STC2","SF",78,0.0908430986576969,0.0425207156904225,NA
"LIV",98,"AC144652.1","STC2","SF",78,0.0874538980370142,0.0508889737600395,NA
"LIV",98,"PGD","STC2","SF",78,0.0846650291410331,0.058768009908446,NA
"LIV",98,"AK7","STC2","SF",78,0.0726304415476276,0.105122118970298,NA
"LIV",98,"FLVCR1","STC2","SF",78,0.0661772585699698,0.139890439170842,NA
"LIV",98,"RAB5B","STC2","SF",78,0.0425115299991462,0.343291101899831,NA
"LIV",98,"HSD17B7P2","NXPH4","VAF",78,-0.259412920691135,3.52788410250707e-09,NA
"LIV",98,"SQLE","NXPH4","VAF",78,-0.245939822887876,2.29448863102931e-08,NA
"LIV",98,"HSD17B7","NXPH4","VAF",78,-0.24420936088952,2.89565159087426e-08,3.2370696429958e-23
"LIV",98,"CYP51A1","NXPH4","VAF",78,-0.242099405996884,3.83652524085131e-08,NA
"LIV",98,"SC5D","NXPH4","VAF",78,-0.241752930045314,4.01693787401407e-08,NA
"LIV",98,"NSDHL","NXPH4","VAF",78,-0.241094170662325,4.38284181175133e-08,NA
"LIV",98,"TM7SF2","NXPH4","VAF",78,-0.238779889342038,5.94146184856516e-08,NA
"LIV",98,"HMGCS1","NXPH4","VAF",78,-0.234679125158348,1.0109224513562e-07,5.58412653354701e-30
"LIV",98,"FAM213A","NXPH4","VAF",78,-0.232277162877184,1.37391950792318e-07,NA
"LIV",98,"FDFT1","NXPH4","VAF",78,-0.229710719098647,1.89993183852913e-07,2.12173714047761e-23
"LIV",98,"HMGCR","NXPH4","VAF",78,-0.22784657120588,2.39864059838163e-07,NA
"LIV",98,"ACAT2","NXPH4","VAF",78,-0.22392187618897,3.89289927673058e-07,NA
"LIV",98,"IDI1","NXPH4","VAF",78,-0.223617008419978,4.04064531505176e-07,NA
"LIV",98,"RP4-639F20.1","NXPH4","VAF",78,-0.222510663248726,4.62344879898195e-07,NA
"LIV",98,"MSMO1","NXPH4","VAF",78,-0.22021915455236,6.09831532912858e-07,NA
"LIV",98,"C14orf1","NXPH4","VAF",78,-0.21997695971773,6.27832162549347e-07,2.46883021079664e-40
"LIV",98,"ADIPOR2","NXPH4","VAF",78,-0.215133259509231,1.11558189379226e-06,NA
"LIV",98,"MRPS27","NXPH4","VAF",78,-0.210173804310759,1.98255682882231e-06,NA
"VAF",98,"GSR","NXPH4","VAF",78,-0.19453124487872,6.07259633360135e-06,NA
"LIV",98,"FDPS","NXPH4","VAF",78,-0.199971275322839,6.19982290841041e-06,NA
"LIV",98,"EBP","NXPH4","VAF",78,-0.199969594968789,6.20095805083333e-06,1.31030044084685e-32
"LIV",98,"ACACA","NXPH4","VAF",78,-0.196853283201239,8.68486075691221e-06,NA
"LIV",98,"ACSS2","NXPH4","VAF",78,-0.193688358800025,1.21619902108368e-05,1.51196304724992e-19
"LIV",98,"CYB5B","NXPH4","VAF",78,-0.193161690645087,1.28561795266017e-05,NA
"LIV",98,"MVD","NXPH4","VAF",78,-0.18919922881824,1.94269241953616e-05,1.02325892218297e-27
"LIV",98,"PI4K2A","NXPH4","VAF",78,-0.185588316112531,2.80931969694816e-05,NA
"LIV",98,"MMAB","NXPH4","VAF",78,-0.181063653307748,4.41642877625547e-05,NA
"LIV",98,"SREBF2","NXPH4","VAF",78,-0.18087171551689,4.50091803092707e-05,5.81378709234782e-05
"LIV",98,"RP11-159F24.2","NXPH4","VAF",78,-0.180759422948969,4.55105444800255e-05,NA
"LIV",98,"CETN2","NXPH4","VAF",78,-0.180417805984603,4.70684627760866e-05,NA
"LIV",98,"RDH11","NXPH4","VAF",78,-0.178017361354869,5.95237258818344e-05,NA
"LIV",98,"ALDOC","NXPH4","VAF",78,-0.176643915485529,6.79882074679426e-05,NA
"LIV",98,"LSS","NXPH4","VAF",78,-0.175923577033391,7.28695480265175e-05,2.15988612570114e-11
"LIV",98,"TMEM97","NXPH4","VAF",78,-0.175403825251715,7.65948811392678e-05,NA
"LIV",98,"PCSK9","NXPH4","VAF",78,-0.173698688833583,9.01167640639962e-05,2.64487723879423e-17
"LIV",98,"RP11-297N6.4","NXPH4","VAF",78,-0.166238592683913,0.000180280529447982,NA
"LIV",98,"CYP51A1P2","NXPH4","VAF",78,-0.162350753654819,0.000255807868625771,NA
"LIV",98,"ELOVL5","NXPH4","VAF",78,-0.161806513507116,0.000268482715155209,3.80097933647115e-08
"LIV",98,"CTD-2636A23.2","NXPH4","VAF",78,-0.161517303141461,0.000275454649361334,NA
"LIV",98,"CTD-2235C13.3","NXPH4","VAF",78,-0.153297132385899,0.000560679966655576,NA
"LIV",98,"NPC1L1","NXPH4","VAF",78,-0.152979463399259,0.000575894288001783,NA
"LIV",98,"C2orf82","NXPH4","VAF",78,-0.15087948352487,0.000686513690586944,NA
"LIV",98,"AC144652.1","NXPH4","VAF",78,-0.149179388898567,0.000790158662758894,NA
"LIV",98,"PNPLA3","NXPH4","VAF",78,-0.148912960184997,0.000807656214938969,NA
"LIV",98,"RUSC1-AS1","NXPH4","VAF",78,-0.147821866080706,0.000883118957540852,3.9841649730727e-07
"LIV",98,"ACACB","NXPH4","VAF",78,-0.146400736916672,0.000991185836609756,NA
"LIV",98,"SNAI3-AS1","NXPH4","VAF",78,-0.146175506129453,0.00100939336871686,NA
"LIV",98,"DHCR24","NXPH4","VAF",78,-0.146022314106226,0.00102195316258918,NA
"LIV",98,"TIMM10B","NXPH4","VAF",78,-0.144084627097496,0.00119376732590265,NA
"LIV",98,"DHCR7","NXPH4","VAF",78,-0.142449546517276,0.00135904146794379,NA
"LIV",98,"TMCO6","NXPH4","VAF",78,0.14031400652914,0.00160659962284719,1.35066712165259e-19
"LIV",98,"TDRKH","NXPH4","VAF",78,-0.139424123121096,0.00172147166476526,NA
"LIV",98,"AACS","NXPH4","VAF",78,-0.136938099799674,0.00208344170590289,NA
"LIV",98,"VPS37D","NXPH4","VAF",78,-0.133617605755669,0.00267552130144554,NA
"LIV",98,"ELOVL6","NXPH4","VAF",78,-0.129148586195421,0.00371434744897772,NA
"LIV",98,"AK7","NXPH4","VAF",78,-0.124773872765117,0.00507266151479811,NA
"LIV",98,"MVK","NXPH4","VAF",78,-0.122692212908666,0.00586437145384376,NA
"LIV",98,"TMEM55B","NXPH4","VAF",78,-0.122625655859512,0.00589142362179512,NA
"LIV",98,"RP5-821D11.7","NXPH4","VAF",78,-0.109173156117347,0.0142962143093936,NA
"LIV",98,"AP001469.5","NXPH4","VAF",78,-0.108867519558677,0.0145724459643328,NA
"LIV",98,"FADS1","NXPH4","VAF",78,-0.102896766704841,0.0209923628251783,NA
"LIV",98,"RAB5B","NXPH4","VAF",78,-0.102850797111744,0.0210500744954236,NA
"LIV",98,"NPC1","NXPH4","VAF",78,-0.0991748884061565,0.0261341274430441,NA
"LIV",98,"FADS2","NXPH4","VAF",78,-0.0942650248421555,0.0345500858556605,NA
"LIV",98,"FLVCR1","NXPH4","VAF",78,-0.0928689350630093,0.0373285303638263,NA
"LIV",98,"IDI2-AS1","NXPH4","VAF",78,-0.087746536045712,0.049200672502722,NA
"LIV",98,"TLCD1","NXPH4","VAF",78,-0.0819158109572677,0.0664027297138042,NA
"LIV",98,"PGD","NXPH4","VAF",78,-0.0806087026966671,0.0708703749787458,NA
"LIV",98,"ACLY","NXPH4","VAF",78,-0.070832836358281,0.112590591616394,1.2441778011513e-18
"LIV",98,"TKT","NXPH4","VAF",78,-0.0546385228537521,0.221224156418939,NA
"LIV",98,"NEK8","NXPH4","VAF",78,-0.0340915437492112,0.445515207691684,NA
"LIV",98,"SCD","NXPH4","VAF",78,-0.0195002978790547,0.662619459672427,7.00644105625394e-10
"LIV",98,"ADIPOR2","CFHR1","SF",78,0.24135374964279,4.79316236234307e-08,NA
"LIV",98,"MVD","CFHR1","SF",78,0.239041578711359,6.4828489831024e-08,1.02325892218297e-27
"VAF",98,"GSR","CFHR1","SF",78,0.242563623309966,7.40672386172952e-08,NA
"LIV",98,"SQLE","CFHR1","SF",78,0.235887181085535,9.73918234482746e-08,NA
"LIV",98,"FADS2","CFHR1","SF",78,0.235056950194857,1.0830089370658e-07,NA
"LIV",98,"FAM213A","CFHR1","SF",78,0.233762887812933,1.27690989734402e-07,NA
"LIV",98,"HMGCS1","CFHR1","SF",78,0.225729179889786,3.47499287592901e-07,5.58412653354701e-30
"LIV",98,"IDI1","CFHR1","SF",78,0.223857189122052,4.36505935527211e-07,NA
"LIV",98,"ALDOC","CFHR1","SF",78,0.219966947976291,6.96734059371066e-07,NA
"LIV",98,"SREBF2","CFHR1","SF",78,0.218299366917508,8.49164610154773e-07,5.81378709234782e-05
"LIV",98,"FDFT1","CFHR1","SF",78,0.217232434297697,9.62973345533338e-07,2.12173714047761e-23
"LIV",98,"ACACB","CFHR1","SF",78,0.214941241874038,1.25888159677384e-06,NA
"LIV",98,"HSD17B7","CFHR1","SF",78,0.213288759940045,1.5245114501853e-06,3.2370696429958e-23
"LIV",98,"ACSS2","CFHR1","SF",78,0.208533665278704,2.62262358445219e-06,1.51196304724992e-19
"LIV",98,"ACACA","CFHR1","SF",78,0.208319246969456,2.68678382643172e-06,NA
"LIV",98,"NSDHL","CFHR1","SF",78,0.201396957510179,5.78427007772856e-06,NA
"LIV",98,"CYP51A1","CFHR1","SF",78,0.201167732889548,5.93037656094054e-06,NA
"LIV",98,"FADS1","CFHR1","SF",78,0.199080555047779,7.4329046861874e-06,NA
"LIV",98,"MVK","CFHR1","SF",78,0.197876066761713,8.45846948371638e-06,NA
"LIV",98,"RDH11","CFHR1","SF",78,0.197745977959866,8.57697241947291e-06,NA
"LIV",98,"RUSC1-AS1","CFHR1","SF",78,0.190575200939478,1.82089382073062e-05,3.9841649730727e-07
"LIV",98,"ACAT2","CFHR1","SF",78,0.185820841680496,2.95449104612757e-05,NA
"LIV",98,"HSD17B7P2","CFHR1","SF",78,0.18551543878781,3.046540245775e-05,NA
"LIV",98,"FDPS","CFHR1","SF",78,0.184187672336814,3.47925374436985e-05,NA
"LIV",98,"C14orf1","CFHR1","SF",78,0.184063467408414,3.52258074984608e-05,2.46883021079664e-40
"LIV",98,"MSMO1","CFHR1","SF",78,0.182036511946465,4.30601890997229e-05,NA
"LIV",98,"ELOVL5","CFHR1","SF",78,0.181958158034405,4.33938745969181e-05,3.80097933647115e-08
"LIV",98,"MMAB","CFHR1","SF",78,0.178410382539062,6.13419128437601e-05,NA
"LIV",98,"HMGCR","CFHR1","SF",78,0.177621987233185,6.61872661342251e-05,NA
"LIV",98,"PNPLA3","CFHR1","SF",78,0.173871244017655,9.46063872773099e-05,NA
"LIV",98,"CTD-2636A23.2","CFHR1","SF",78,0.172850421699626,0.000104134566623117,NA
"LIV",98,"EBP","CFHR1","SF",78,0.171297363679371,0.000120377936400656,1.31030044084685e-32
"LIV",98,"LSS","CFHR1","SF",78,0.170483312719488,0.000129815612558241,2.15988612570114e-11
"LIV",98,"NEK8","CFHR1","SF",78,0.169693558456109,0.000139632416289793,NA
"LIV",98,"ACLY","CFHR1","SF",78,0.169191512732111,0.000146230930499225,1.2441778011513e-18
"LIV",98,"RP4-639F20.1","CFHR1","SF",78,0.167017290869184,0.000178332780861773,NA
"LIV",98,"PCSK9","CFHR1","SF",78,0.166911679271038,0.000180049103511297,2.64487723879423e-17
"LIV",98,"SNAI3-AS1","CFHR1","SF",78,0.166096092927427,0.0001938344487493,NA
"LIV",98,"CTD-2235C13.3","CFHR1","SF",78,0.164429701488472,0.000225129818910085,NA
"LIV",98,"TM7SF2","CFHR1","SF",78,0.162359080334881,0.000270608667657568,NA
"LIV",98,"CYB5B","CFHR1","SF",78,0.161821999078208,0.000283735038351205,NA
"LIV",98,"SC5D","CFHR1","SF",78,0.160910690266895,0.000307377107246848,NA
"LIV",98,"DHCR7","CFHR1","SF",78,0.160517936418601,0.000318122904161559,NA
"LIV",98,"PI4K2A","CFHR1","SF",78,0.160221694657759,0.000326458969513278,NA
"LIV",98,"C2orf82","CFHR1","SF",78,0.159222203078815,0.000356112066932474,NA
"LIV",98,"TMCO6","CFHR1","SF",78,-0.159089085056328,0.000360245748815572,1.35066712165259e-19
"LIV",98,"ELOVL6","CFHR1","SF",78,0.149914353310402,0.000781011376738495,NA
"LIV",98,"NPC1L1","CFHR1","SF",78,0.145004069340563,0.00116135478880726,NA
"LIV",98,"VPS37D","CFHR1","SF",78,0.140240471430452,0.00168710796907201,NA
"LIV",98,"PGD","CFHR1","SF",78,0.131207404642829,0.00332148170574133,NA
"LIV",98,"AACS","CFHR1","SF",78,0.130879914305164,0.00340151006383038,NA
"LIV",98,"RP11-159F24.2","CFHR1","SF",78,0.128760529171777,0.0039631413165135,NA
"LIV",98,"TDRKH","CFHR1","SF",78,0.12739738512327,0.004367425156597,NA
"LIV",98,"IDI2-AS1","CFHR1","SF",78,0.125105233126939,0.00513193710331407,NA
"LIV",98,"AK7","CFHR1","SF",78,0.12394512188761,0.00556311972085246,NA
"LIV",98,"TMEM97","CFHR1","SF",78,0.123068957801514,0.00591007906186336,NA
"LIV",98,"AC144652.1","CFHR1","SF",78,0.120831745941146,0.00688584649741402,NA
"LIV",98,"DHCR24","CFHR1","SF",78,0.114432350066747,0.0105208673833839,NA
"LIV",98,"TMEM55B","CFHR1","SF",78,0.112000011616754,0.0122972564180451,NA
"LIV",98,"TIMM10B","CFHR1","SF",78,0.111113368480976,0.0130078430833722,NA
"LIV",98,"FLVCR1","CFHR1","SF",78,0.110961435631095,0.0131331757269314,NA
"LIV",98,"AP001469.5","CFHR1","SF",78,0.104144325623806,0.0199703662241102,NA
"LIV",98,"CETN2","CFHR1","SF",78,0.0982127218505437,0.0282562820194878,NA
"LIV",98,"SCD","CFHR1","SF",78,0.0966997730274112,0.03079159953323,7.00644105625394e-10
"LIV",98,"MRPS27","CFHR1","SF",78,0.0925351755348553,0.0387972905543196,NA
"LIV",98,"TLCD1","CFHR1","SF",78,0.0897214299581983,0.0451515126819492,NA
"LIV",98,"TKT","CFHR1","SF",78,0.0823843204756497,0.0659390450280513,NA
"LIV",98,"CYP51A1P2","CFHR1","SF",78,0.0798981319444698,0.0745595143455754,NA
"LIV",98,"NPC1","CFHR1","SF",78,0.0796562913223013,0.0754449310423656,NA
"LIV",98,"RP5-821D11.7","CFHR1","SF",78,0.0773607354634702,0.0842823271247266,NA
"LIV",98,"RAB5B","CFHR1","SF",78,0.0463661963144172,0.301276040524742,NA
"LIV",98,"RP11-297N6.4","CFHR1","SF",78,0.0458117225255533,0.307099930815265,NA
